organization,organization_type,partner_code,implementing_partner_type,fund_source_donor,fund_category,sector,project_appeal,is_earthquake_response,sector_objective,sector_activity,activity_description,sector_indicator,indicator_unit,exact_value,beneficiaries,indirect_beneficiaries,total_beneficiaries,disaggregation_of_total_beneficiaries,exact_male_18,exact_female_18,exact_children_0_14,exact_youth_15_17,exact_pwd,exact_id_ps,exact_returnees,previously_assisted,if_yes_how_many_assisted_previously,total_unique_beneficiaries,delivery_modality,conditionality,restrictions,cash_delivery_mechanism,transfer_value,frequency,report_this_to_any_other_sector,if_yes_which_sector,governorate,admin1pcode,district,admin2pcode,sub_district,admin3pcode,community,admin4pcode,neighborhood,neighborhood_pcode,other_place_name,response_modality,hub,implementing_month,reporting_cycle,status,comment,order,total_usd,exact_male_18_from_total_beneficiaries,exact_female_18_from_total_beneficiaries,exact_children_0_14_from_total_beneficiaries,exact_youth_15_17_from_total_beneficiaries,exact_pwd_from_total_beneficiaries,exact_id_ps_from_total_beneficiaries,exact_returnees_from_total_beneficiaries,project_code_hrp,project_name,relevant_indicator2,specification_field_if_relevant_indicator_is_blank_then_leave_this_field_empty3,disaggregation_of_total_beneficiaries4
Ent_0002,INGO,Ent_0002,INGO,Ent_0205,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,2,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,No,0,10,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Masudiyeh,C1599,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,1400,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0205,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,29,145,0,145,NA,NA,NA,NA,NA,NA,NA,NA,No,0,145,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Masudiyeh,C1599,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,20300,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0205,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,5,25,0,25,NA,NA,NA,NA,NA,NA,NA,NA,Yes,25,0,Cash,Conditional,Restricted,Money Transfer Agent,1100,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Ghoz,C1607,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,5500,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0214,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,31,155,0,155,NA,NA,NA,NA,NA,NA,NA,NA,No,0,155,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Ghoz,C1607,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,21700,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0205,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,3,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,0,Cash,Conditional,Restricted,Money Transfer Agent,1100,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Qaar Kalbein,C1616,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,3300,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0214,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,24,120,0,120,NA,NA,NA,NA,NA,NA,NA,NA,No,0,120,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Qaar Kalbein,C1616,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,16800,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,15,75,0,75,NA,NA,NA,NA,NA,NA,NA,NA,Yes,75,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Suran,SY020405,Albil,C1669,Dostluk (Friendship Camp)/الصداقة,CP000495,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,15000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0214,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,10,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,0,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Jarablus,SY020800,Jarablus,C2227,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,7000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0028,INGO,Ent_0028,INGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,27,135,0,135,NA,NA,NA,NA,NA,NA,NA,NA,Yes,135,0,Cash,Conditional,Restricted,Paper voucher,100,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Jarablus,SY020800,Jarablus,C2227,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,2700,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0028,INGO,Ent_0028,INGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,3,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,0,Cash,Conditional,Restricted,Paper voucher,100,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Jarablus,SY020800,Marma Elhajar,C2238,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,300,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0028,INGO,Ent_0028,INGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,20,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,Yes,100,0,Cash,Conditional,Restricted,Paper voucher,100,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Ghandorah,SY020801,Ghandorah,C2250,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,2000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,104,520,0,520,NA,NA,NA,NA,NA,NA,NA,NA,Yes,520,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Ma'arrat Tamasrin,C3947,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,104000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,88,440,0,440,NA,NA,NA,NA,NA,NA,NA,NA,Yes,440,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Kelly,C3949,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,88000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,59,295,0,295,NA,NA,NA,NA,NA,NA,NA,NA,Yes,295,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Idleb,SY0700,Sarmin,SY070006,Sarmin,C3953,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,59000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,60,300,0,300,NA,NA,NA,NA,NA,NA,NA,NA,Yes,300,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Dana,C4126,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,60000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,41,205,0,205,NA,NA,NA,NA,NA,NA,NA,NA,Yes,205,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Deir Hassan - Darhashan,C4129,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,41000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,14,70,0,70,NA,NA,NA,NA,NA,NA,NA,NA,Yes,70,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Qourqeena,SY070304,Htan,C4161,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,14000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,51,255,0,255,NA,NA,NA,NA,NA,NA,NA,NA,Yes,255,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Qourqeena,SY070304,Qourqeena,C4174,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,51000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,96,480,0,480,NA,NA,NA,NA,NA,NA,NA,NA,Yes,480,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Ariha,SY0705,Ariha,SY070500,Ariha,C4278,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,96000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,12,60,0,60,NA,NA,NA,NA,NA,NA,NA,NA,Yes,60,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Bsanqul,C4322,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,12000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,20,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,Yes,100,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,(blank),NA,Kafr Losin Camp _ TRC,Cross Border,NWS,Jan,NA,NA,NA,NA,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,20,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,Yes,100,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,اتاساي/ Atasay,CP002134,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,10,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Burdaqly,C6693,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,10000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,22,110,0,110,NA,NA,NA,NA,NA,NA,NA,NA,Yes,110,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Tuwama,C1020,(blank),NA,(blank),Cross Border,NWS,Mar,NA,NA,NA,NA,22000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0140,LNGO,Ent_0140,LNGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,93,465,0,465,NA,NA,NA,NA,NA,NA,NA,NA,No,0,465,Service delivery/support,(blank),(blank),(blank),NA,(blank),No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Atareb,C1022,(blank),NA,(blank),Cross Border,NWS,Mar,NA,NA,NA,NA,NA,151,133,90,46,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,21,105,0,105,NA,NA,NA,NA,NA,NA,NA,NA,Yes,105,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Sahara,C1023,(blank),NA,(blank),Cross Border,NWS,Mar,NA,NA,NA,NA,21000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,33,165,0,165,NA,NA,NA,NA,NA,NA,NA,NA,Yes,165,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Jeineh,C1032,(blank),NA,(blank),Cross Border,NWS,Mar,NA,NA,NA,NA,33000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0140,LNGO,Ent_0140,LNGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,179,895,0,895,NA,NA,NA,NA,NA,NA,NA,NA,No,0,895,Service delivery/support,(blank),(blank),(blank),NA,(blank),No,(blank),Aleppo,SY02,Afrin,SY0203,Afrin,SY020300,Afrin,C1366,(blank),NA,(blank),Cross Border,NWS,Mar,NA,NA,NA,NA,NA,190,175,292,138,0,0,0,NA,NA,NA,NA,NA
